ID	MaternalHaploPop	PaternalHaploPop	HaploSeed
4YlbQYj	CEU	ASW	1860788757
FfVf3lx	CEU	CEU	1133912862
U6GcnVT	CEU	CEU	2106108994
eQv1EEX	CEU	ASW	385146509
pJfGtrA	CEU	CEU	2628187602
wi1KZPj	CEU	CEU	3389068345
XWsYdlc	CEU	CEU	2582054014
t2yv9FI	ASW	ASW	1524204280
gU8Ew9R	MXL	MXL	1324461212
50zKlw5	CEU	CEU	2708572233
42XF5q8	ASW	ASW	2413970279
YLURgf6	ASW	ASW	1829444307
WRP3toD	ASW	ASW	2699121838
rPUwnES	CHB	CHB	1658865984
LR8Saer	CEU	JPT	2846290755
4cpRRfn	CEU	CEU	1166489765
Barxo43	CEU	CEU	3744460055
6Oztmx2	ASW	ASW	236833011
Dd5MgKu	ASW	CEU	280539702
zZEJcPc	CEU	CEU	1619332789
FTmDuL2	PUR	PUR	3163599977
vExDnXO	ASW	ASW	3356181940
3WK3dMv	ACB	ACB	3404038623
wKvFOCD	CEU	CEU	609576798
aATHizW	CEU	CEU	4173978701
3tDmdP4	GBR	GBR	3098812752
4htyRdw	ACB	ACB	2071507467
GKddtnR	GBR	GBR	4202894178
ZKBWCk0	CEU	CEU	130034159
NPy70TY	CEU	CEU	918882229
qWbmX23	CEU	CEU	2708469430
ZvAzLPM	CEU	CEU	1031098279
rnjFC2E	CEU	CEU	2218208867
71J1evU	CEU	CEU	2073709390
M3NrxMU	CEU	CEU	3012425951
kcygGDL	CEU	CEU	2429543914
LqUWwS7	CEU	CEU	257669529
sPLAZaD	CHB	CHB	3559399519
TwxSrhZ	CEU	CEU	300973672
0AGuS3h	CEU	CEU	2486575452
2fndBvf	CEU	CEU	626991299
oTATgpL	CEU	CEU	1126029941
p1yHrym	CEU	CEU	413948797
QfpT78c	CEU	CEU	4083154497
ykivRxt	CEU	CEU	3426168401
9A8L0PO	CEU	CEU	3586375582
9B5zFcD	CEU	CEU	3975293587
RixAkiv	CEU	CEU	668013059
ctq8Av3	CEU	CEU	3863199504
fT9j4Tt	CEU	CEU	4249089036
UOnXhyR	CEU	CEU	3252865519
R2t63hi	MXL	MXL	2244039773
AmtP6zk	ASW	ASW	875247966
jn8KRNC	CEU	CEU	2204288511
Z1293H9	CEU	CEU	3439514700
Xtf5g4a	ASW	ASW	2503810178
QFyFmP8	CEU	CEU	549512776
ItpXMJl	CEU	CEU	1205553699
Driu26Z	ASW	ASW	3426020887
Kq6l2LK	CEU	CEU	2454079344
fOGeKM7	MXL	MXL	3157044813
aEVIGc9	CEU	CEU	734668993
weMWJ8V	CEU	CEU	3522343537
WcQce7I	CEU	CEU	1586345340
AV7dOHG	CEU	ASW	1146455056
1LBjyoe	CEU	CEU	692845370
qngoxXF	CEU	CEU	3489663927
Zv1jooj	CEU	CEU	3304578534
EmLsEYR	CEU	ASW	3980693744
8SPY08h	CEU	CEU	3750309247
rdYook1	CEU	MXL	2900106002
YMl7Fc6	CEU	CEU	2581247817
b9r1TeJ	CEU	CEU	2487541986
GuFQxhK	CEU	CHS	462574408
LMPzg2U	ASW	ASW	262195057
6DBzlxH	CEU	CEU	4275152435
mH9RErP	PUR	PUR	2875711888
QMtF8QU	CEU	CEU	296372974
UNtewCx	CEU	GBR	270056949
lyAyOVb	CEU	CEU	1380596293
VCVk0qt	CEU	CEU	2865901510
LzOpc9Z	ASW	CEU	3410115405
8sxTHPa	GBR	GBR	3061692427
e3x2hJu	CEU	CEU	4293789001
E7htEGI	CEU	CEU	1647168440
yaOiTiM	MXL	MXL	1207538007
yEx5Auy	CEU	CEU	2021284718
i9ApmZm	CEU	CEU	3091031816
xijki7f	MXL	MXL	4221895217
IvX4cUY	CEU	CEU	973049355
r18Q6iX	ASW	ASW	1428322829
F5UVd1G	CEU	CEU	861849471
hu9qz9F	CEU	CEU	2916229671
QKhUbS5	CEU	CEU	3421253112
0vebp7B	ASW	ASW	4179094329
tDGH36W	CEU	CEU	3149462948
hfJ6zOk	GIH	GIH	916200837
uoILcZM	CEU	CEU	728202118
DD5GPXR	CEU	CEU	545969821
SN9qN4s	ASW	ASW	131509618
eRqNPmQ	ASW	ASW	2524083076
IJorkN7	CEU	CEU	2661077653
IutxJi1	ASW	ASW	2748193812
T52gxAE	CEU	CEU	2339505562
vdwtEpZ	ASW	ASW	1509458520
sQv2ZYy	CEU	CEU	1318161472
ldJwMLK	CEU	CHB	400445740
QGBnpaA	ASW	ASW	1897803410
HOv3cwq	ESN	ESN	1539522241
W3JyUbZ	ASW	ASW	1891899847
EBsuKzc	ASW	ASW	2188346362
YdLFkUK	ESN	ESN	3322907164
ubRTygO	CEU	CEU	2866378248
sZKvy4E	CEU	CEU	7899384
RMzJzDe	CEU	CEU	1526843904
I0uQLBE	CEU	CEU	1913145664
1koFakU	CEU	CEU	3728506898
iEsmi7b	CEU	CEU	3875156993
jPzfPpV	CEU	CEU	4294638124
1a894f1	ASW	CEU	1995233014
mvf48tZ	ASW	ASW	2958611127
KoypHpo	CEU	CEU	193731707
flDzBQH	ASW	ASW	2840271187
Y3p4tuc	ACB	ACB	1121661639
VtsrPBN	CHS	CHS	3390408508
n6W8qCH	CEU	CEU	928715459
vO6AN5a	CEU	CEU	2229981822
996CoYo	CEU	CEU	3737090680
9UDYN9y	PUR	PUR	2955771186
oRged0P	CEU	CEU	347102434
3sVR18A	GBR	MXL	4107509765
fUgNiL3	CEU	CEU	2062892353
aJKdkwR	CEU	CEU	1111749221
wQTSarE	PUR	PUR	3635039751
r7g5EOz	ASW	ASW	1350881757
jNWVpZd	ASW	ASW	4024375046
bzyGncI	ASW	ASW	3038975178
WUOvJtE	CEU	CEU	3203384613
UZzNpa6	ASW	ASW	664553072
87BdAUY	CEU	CEU	667364672
InY2Xeh	MXL	MXL	725926398
ZLksw7P	ASW	GBR	1225515334
NbIC141	JPT	JPT	3390400446
IVLWEzJ	MXL	MXL	1026541806
dMXQmaw	MXL	MXL	385123606
F7F3a0U	CEU	CEU	3546290589
kDu0KYv	CHS	CHS	3431361004
bUMQLME	CEU	CEU	3583473061
kFAJP5r	ASW	ASW	2502402436
ANsw9pq	CEU	CEU	3346429762
KgZPJgk	CEU	CEU	257456983
vkyM0RW	ASW	ASW	2979613871
2l3QPBH	ASW	ASW	3504446308
pfhjIn1	CEU	CEU	605950925
FrydW0q	ASW	ASW	582176113
3xtxxXl	ASW	ASW	488520918
8HSgw34	JPT	CEU	4140004261
g8eu1Vh	ACB	ACB	678229892
M72Q0dE	ASW	ASW	135058809
EOqjM3c	CEU	CEU	3116816649
zvVNOsv	ACB	ACB	3046541720
XPQfCmK	CEU	CEU	3551038574
b5r7ENb	CEU	CEU	1460056576
vpDU0ao	CEU	CEU	1441304009
tCPmCjM	CEU	CEU	4168353476
RvLhkAh	ASW	ASW	2406939902
Iz6ZN6U	CEU	CEU	3501139784
RUkNhwE	ASW	CEU	3413078476
B2ZksMC	CEU	CEU	254013315
hqd2t80	CHB	CHB	2739277400
pobPNHt	ASW	ASW	2588697131
M8oBKwx	CEU	CEU	3297688861
NkSQqkh	ASW	CEU	864503017
AieTwl7	ASW	ASW	3006928909
9zg9aWM	CEU	CEU	1032600660
FKxmOBc	CEU	ASW	1963719269
5KEPXhH	CEU	CEU	2714310599
8mg5fkm	ASW	ASW	3348308150
k0BEAVj	GIH	GIH	3766530567
AhBsPHt	CHS	CHS	2564555042
KlSGmvq	MXL	MXL	1646578545
OcnuDyI	CEU	CEU	3948752073
rkfMGu9	CEU	CEU	394661192
X8Q71fZ	GBR	GBR	641070791
8bikZnW	PUR	PUR	1042419731
AujXnDq	CEU	CEU	1586603261
E9DbVrH	ASW	ASW	1840406402
VSLXunK	ASW	ASW	2583098174
YgPCDq6	CEU	CEU	2454822829
XBoiNQX	CEU	CEU	89153728
tNj3ATc	ASW	ASW	2324118594
KhzyMA8	GBR	GBR	740276989
4pPKaj2	GIH	GIH	2787745028
Z9l2PR7	CEU	CEU	1253325148
1F0bOfg	GBR	GBR	1049861922
Bek0b9o	CEU	CEU	70597183
cp0eknw	CEU	CEU	743913860
v6X9dFZ	CEU	CEU	2717648309
afhQoqM	CEU	CEU	852885199
GHZdQrF	CEU	CEU	785863505
6HDkuQM	ASW	ASW	562425620
ClJ5SFY	ESN	ESN	2572040902
QAgIpDa	CEU	CEU	1098059580
26lx59c	CEU	CEU	3958062767
8xEQZG4	CEU	CEU	2878993312
Tpkt5Du	ASW	ASW	2853646240
9PCds6A	ASW	CEU	3294598231
bxyImpW	CEU	CEU	2892027734
ReaLUIy	CEU	CEU	1292628859
89uEtb4	JPT	JPT	4151686267
O1BMX7G	ASW	ASW	2245702360
PZKXYQy	MXL	MXL	2339711790
dmOw7lE	CEU	CEU	1675076796
yrvqBP0	ASW	ASW	982980440
oErwzT5	ASW	ASW	4126820787
YYW5ZW0	CEU	ASW	1044643610
zCa63OJ	CEU	CEU	140803916
JtWqlZk	CEU	CEU	3311033684
6AOl5Yy	CEU	CEU	1010403012
yT9QibR	CEU	CEU	2322341664
MfVPxs4	CEU	CEU	3445446094
H1jouRv	CEU	CEU	836288825
PQ5ip2P	CHS	CHS	721249358
sFQgz5j	CEU	CEU	83764427
xl9f6nU	CEU	CEU	395097954
odIWDTe	CEU	CEU	3613237693
xfPKbkf	CEU	CEU	3734790608
Y3lMGwW	CEU	CEU	1477708573
WPdDcdn	MXL	MXL	1560368907
p2eCCXO	CEU	CEU	2480406921
zZNEcQE	CEU	CEU	3877410641
pbqAiLY	ASW	CEU	3187040983
D5dC2bS	ASW	ASW	2825131629
N25eGBA	GBR	GBR	280372347
d8Na8qC	CHS	CHS	2465342681
wexSy8K	CEU	CEU	1902825932
xEAyx8B	CEU	CEU	3994318981
IcSwhGD	CEU	CEU	1332802365
QMtizpL	CEU	CEU	2839010405
p8jnLHu	CEU	CEU	3212621011
rQFDlqD	MXL	MXL	962345773
1RrwkZ2	CEU	CEU	3301828141
iKmCuWe	ASW	ASW	3415111557
k3jJXLV	ASW	CEU	2738126581
HaR2Xxu	ASW	ASW	1899623560
w5LJs1p	CEU	CEU	1680004378
xiX3zJU	CEU	CEU	3602644825
oPNdoMi	CEU	CEU	2860267541
HcssHSi	CEU	CEU	2960123838
DCjdMRw	CEU	CEU	4160660259
OaT0Dyq	CHB	CHB	576008068
YD6oSO0	CEU	CEU	930473758
GObYt4M	ASW	ASW	3887155062
KXbOc1d	CEU	CEU	3703951548
dKECwBP	CEU	CEU	3222200380
I4VJ6Aa	CEU	CEU	454116856
soMUnzJ	CEU	CEU	3999798145
IK1VHXL	JPT	JPT	357775440
FJfZuk0	CEU	CEU	3498554024
ozhfPgf	ASW	ASW	2005728134
EcU0pE0	CEU	CEU	4012218039
pUUAbA1	CEU	CEU	2361412507
sHZToJq	CEU	CEU	1659305673
MRjA0x9	CEU	CEU	1501341953
XQ2azDi	CEU	CEU	1128671396
FmZmOpH	ASW	ASW	1667793754
jVJjEsP	MXL	MXL	1819301768
jEQC9q0	MXL	MXL	2732413884
gqzwxJF	CEU	CEU	3375288425
DPC7a61	CEU	CEU	1742705282
pILa5dP	CEU	CEU	3062729386
xEAcwpD	CEU	CEU	3226524850
KJTVdR4	CEU	CEU	1218864569
xKmaLIt	CEU	CEU	2907873499
fauq2zl	CEU	CEU	1302556996
iSX0PKf	CEU	CEU	1603960564
KkGJWvv	CEU	CEU	1017940586
kakMC7o	CEU	CEU	2443971660
H9OiXZq	MXL	CEU	3929212181
EfsxTXS	ASW	ASW	2856745145
uOT08lO	ESN	ESN	681681462
gcpapkU	CEU	ASW	710360653
9tVPFa2	ASW	ASW	2983452476
qu9K48K	MXL	MXL	2074331671
vcHeDH9	CEU	CEU	3096894733
JnzIN94	CEU	CEU	581652234
1vMmw4J	CEU	CEU	206329498
EzxXt6N	CEU	CEU	2631118310
6w60Pae	MXL	CEU	1209190619
y9Ofm6I	CEU	CEU	1852518997
GXtLISV	CEU	CEU	135699091
eO5IY0w	CEU	CEU	1625053473
jtietu9	CEU	CEU	3214077963
7PiDe4H	CEU	ASW	2194342220
e55sab5	CEU	CEU	3566012856
3H6OMkA	CEU	CEU	2450324478
IM3XtfI	CEU	CEU	3567065314
Y62vdR2	CEU	CEU	578584437
TvzyE1w	CEU	CEU	1063848395
OTx5XtH	ASW	ASW	1488053253
FKfyZ3n	GIH	GIH	1730580773
ope11Ab	CEU	ASW	1917390321
2DcXIDk	CEU	CEU	415643146
dh0GG5e	ASW	ASW	4061490627
KVB9u8K	CEU	CEU	874704377
A05fbbX	ASW	ASW	1096501367
cZhClEH	CEU	CEU	1185465362
mDyH73e	ASW	ASW	4011930414
22Knzs0	ASW	ASW	2136750040
GjpyOX2	ASW	ASW	459319591
iHGIgoO	ASW	ASW	817635723
SG9zQdB	CEU	CEU	622354565
qDQe0BD	CEU	CEU	632078815
7qthN4x	CEU	CEU	3385488775
Vnzb9NH	ASW	ASW	1024891218
xyMYIXH	ASW	ASW	913111816
DUvirvK	CEU	CEU	1670603062
TjSirV7	CEU	CEU	1438186940
R0W9LIf	ASW	ASW	1080670918
0TuTAfa	MXL	MXL	1680962742
D3e7QNt	CEU	CEU	1491921574
sYXdXbg	ASW	ASW	2165087894
bvilnVU	CEU	CEU	3764777639
Bwj3Vtq	CEU	CEU	1277355831
ukNuCVO	ASW	ASW	4072456686
cjbipnM	CEU	CEU	1156929873
EsVkjoK	CEU	CEU	524704278
ir7VOxv	CEU	CEU	4158306248
3DbzuwM	ACB	CEU	1926821957
zzYSapK	CEU	CEU	673235787
UTtxhWX	CEU	CEU	2385100317
eFYHfpM	CHS	CHS	89468955
TQiL4On	CEU	CEU	2112589508
qRNScRG	ASW	ESN	2156263709
hKvw74Z	CHB	CHB	3733641870
RahTENy	CEU	CEU	2386398808
zunMMKC	CEU	CEU	3574713684
drX92fE	CEU	CEU	2387606507
80bdR2Z	CEU	CEU	2237222673
hO0NwVP	CEU	CEU	345103365
LpFTTrO	MXL	JPT	1709835551
w0ZKcCV	CEU	CEU	4170767671
BHpfqwR	MXL	MXL	2445263055
mPVQfRs	ASW	ASW	4153194540
oGm6kRq	ASW	ASW	1194210539
CRWfklZ	CEU	CEU	2549815528
KcLKCtL	CEU	CEU	1547102938
ZBCHNHr	CEU	CEU	612642749
mwgSya2	CEU	CEU	2676668240
gEqYFCW	CEU	CEU	166038571
CvS7KFv	ASW	ASW	2838407610
cM6zBik	CEU	CEU	151847377
f3HreAG	CEU	CEU	3839611405
nZUscOi	CEU	CEU	3135107289
X9MZKIB	CEU	CEU	3298078226
zC9g64g	ASW	ASW	649289831
FlcivgN	CEU	CEU	3313685961
bFwmHn6	ASW	ASW	2518188901
JqFddLt	CEU	ASW	2397831742
lYRn6xA	CEU	CEU	3604977992
MN9VJKR	CEU	CEU	2169420594
DCSaMAp	CEU	CEU	1469094280
3wnWsCB	CEU	CEU	4082175661
wnFaINJ	CEU	CEU	3484981919
cCXnfrY	ASW	ASW	4038134050
Ndgjc7B	CEU	ASW	200746047
uyDPE43	CEU	CEU	3604975178
U8W0XdK	PUR	PUR	3791010144
zsc0PGQ	CEU	ASW	2918204511
gExwedr	ASW	ASW	1228770637
S3fVD8m	CEU	MXL	571394337
YI2bQl4	CEU	CEU	3038223939
IMQJqvh	CEU	ASW	2174156299
PAptHgf	ACB	ACB	574382328
3S2dyPP	CEU	CEU	2086026158
nfeaZRF	ACB	ACB	1129087482
fJst7Z0	ASW	ASW	3188544204
BIlhuUz	CEU	CEU	694215269
TAmFAQr	ASW	ASW	3643115534
VjWgGkR	CEU	CEU	2919267076
L6lZhzU	CEU	CEU	4211521936
BSObUqy	CHB	CHB	2814664654
Egc7SsD	CEU	CEU	766958822
j280BtK	CEU	CEU	1856470645
7c3aJmq	MXL	MXL	2189000109
MfFRNv3	GBR	GBR	2743444750
xFMQ71Q	CEU	CEU	2968077927
yR9nHkI	CEU	CEU	3997612000
kKo6wHm	ASW	ASW	70605166
8W7Rtgh	ASW	CEU	1547253706
uDsFKMS	MXL	MXL	2946077170
LLZzebb	GBR	GBR	303790343
ppJ9ecO	CEU	CEU	3968355695
oSoLNmX	ASW	ASW	1625337469
WhVmhWq	CEU	ASW	1137929682
WKzVuDZ	CEU	CEU	2210185229
bEzgUuO	CEU	CEU	3284916242
p2Injup	ASW	ASW	592865542
faIDuhV	CEU	CEU	1366383864
A2eZCt4	CEU	CEU	4275523502
z316R6A	CEU	CEU	676932585
fiRqOEu	CEU	PUR	284079861
GJJrtT2	CEU	CEU	3331518472
1VzvcMl	CEU	CEU	3900196818
mEzcxP8	CEU	CEU	4127526631
yNDpikV	CEU	CEU	758957960
DkJnrLm	CEU	CEU	3928827595
LuP7VF1	GBR	GBR	2555994500
wJd57JU	JPT	JPT	3633127693
vImsEmd	CEU	ASW	225168956
Hc03hPv	CEU	CEU	1133004187
IzO7Zj6	MXL	MXL	4078565761
d7nfopM	CEU	CEU	3454092933
qE87jTd	ASW	ASW	826971076
fwDFHYJ	CEU	CEU	2921699233
8QySAJR	CEU	CEU	3677484787
or1WyTr	CEU	CEU	1524255920
wbCyzBb	CEU	CEU	3541816136
R4pUA5G	CEU	CEU	3913463947
LVSh5Kh	CEU	CEU	2423466535
jptjiyr	ACB	ACB	502801785
5bmcTmb	CEU	CEU	3356477406
qFE80RM	ASW	ASW	1111916362
CPasPot	CEU	CEU	3368115154
p4Ogg5E	CEU	ASW	3434919277
vAV7mDg	ASW	ASW	1821208031
DsWNhay	ASW	ASW	3140637474
N7QUSyx	GBR	GBR	3994744060
539ZFcD	CEU	ASW	2601401392
5G3gRLb	CEU	CEU	2539927517
NdrTunb	CEU	CEU	3706566782
5U5ihgB	CEU	CEU	3294026330
lzmLw6Q	CEU	CEU	2448244408
kGP8JQH	ASW	ASW	694115872
C1CenCD	CHS	CHS	3411470365
798J5RK	CEU	CEU	4239566534
8q3hEbH	ASW	ASW	3944189142
53gICKC	CEU	CEU	3114429163
sXo7UXi	CEU	CEU	95583726
hTivbcG	MXL	MXL	2286479773
Q4q2A90	CEU	CEU	4034329383
2tjkTCq	ASW	ASW	1984141305
kBOCIiJ	CEU	CEU	3720053944
CpmZJIY	CEU	CEU	3005064155
toc22lZ	CEU	CEU	503394857
LbmOqwL	ASW	ASW	2195279509
KlGSHEU	ESN	ESN	2539812115
wUrxEQE	CEU	CEU	327100479
XfKpYji	CEU	CEU	3371266126
TasCgBt	CEU	CEU	3613472978
VIpwuGv	CEU	CEU	1196856052
Y5IlLJ0	ACB	ACB	3123996019
tMzWlYI	CEU	CEU	1473906411
S7y01ht	ESN	ESN	417731980
RzPWxxq	CEU	CEU	3386727698
Led2Mnr	GIH	GIH	3860627296
f8pRqFc	CEU	CEU	1813717516
g2qzNbe	CEU	CEU	447938739
aCGtl4y	CEU	CEU	3704485656
tiHUD7g	ASW	CEU	1491311104
vw0knlC	ASW	ASW	1782089602
mMWGBqu	CEU	CEU	769906674
DPJYr5y	ASW	ASW	1619364333
6D4iJx7	CEU	CEU	3773017487
KCi5470	CEU	CEU	1590082373
Z394YHN	CEU	CEU	2129971914
1Da0Z6v	CEU	CEU	1639128847
lo3RGr2	CEU	CEU	2144731344
wJIaFnO	ESN	ESN	397366245
dV6Dc8o	PUR	PUR	362530229
q22HVYg	CEU	CEU	2436402843
aQSkTrC	ASW	ASW	3577896764
EaIBuq7	CEU	CEU	1525147031
q2lPf0k	CEU	CEU	3787292699
ZvlDfR5	ASW	ASW	3772708922
ChFb3lv	CEU	CEU	849533770
GDOMlUX	ASW	ASW	3207193454
qpK8OIC	CEU	CEU	1880214439
pXiCTUG	ASW	ASW	1032848176
7e02LkV	CEU	CEU	4102226526
axk6qzq	CEU	CEU	422423239
FXKJTM6	CEU	CEU	1423375593
EDRhs3z	CEU	CEU	2125610081
8LVx7f9	CEU	ASW	368558796
n7NosH2	CEU	CEU	216578104
sR3foHo	ASW	ASW	1723090403
ZKTYXrb	CEU	CEU	2220387860
3PtjtDF	MXL	MXL	1748736030
nftYz9P	CEU	CEU	83338936
PCp85nn	ASW	ASW	3888758571
i0PgIMy	GBR	GBR	3804462907
E7I6nQy	ASW	ASW	841478570
hxdHYgP	CEU	CEU	2294145130
ZDOF45J	CEU	CEU	1962110559
AvPFttw	CEU	ASW	3667411103
a0ynBpJ	CEU	MXL	3612690819
pxCKLXi	ESN	ESN	133945814
MWw62VM	CEU	CEU	252479747
U85lmiH	ASW	ASW	3081815503
4Nsofoa	CEU	CEU	3268525211
5OicPmP	CEU	CEU	103235517
GCX3d3M	CEU	CEU	906578870
H2rZJ2q	CEU	CEU	2194456068
mUF7w3x	ASW	ASW	2488789947
CPn6Xqy	ASW	ASW	2273766239
auVXRWx	CEU	CEU	2153393493
1788U5n	MXL	MXL	1581759731
olg8DI6	ESN	CEU	18489380
cTeWy2H	CEU	CEU	712612581
oe66sv4	ASW	ASW	2941529592
h2qt680	CEU	CEU	774067010
5xrcvxP	CEU	CEU	4190458378
MjM54ko	CEU	CEU	431423732
V85ukUG	CEU	CEU	3068517876
M95EBNe	CEU	CEU	498822460
8gN6HSW	CEU	CEU	3372800744
JYKu2BX	CEU	CEU	307135390
qbMaqEr	CEU	CEU	616645674
M6T8yKi	ASW	ASW	1226330118
iWr3Tv5	CEU	CHS	1699962051
tWGRNcX	CHB	CHB	2998917063
9h0DYRh	CEU	CEU	3781848935
YEfaYGR	CEU	CEU	919079513
kQ7hPD3	PUR	PUR	1072501677
wE33jUy	CEU	CEU	2823382416
aY7pG6R	CEU	CEU	248719716
ctG2ow5	CEU	CEU	3264089231
x0L88NB	ASW	ASW	1889857429
XRIFPNS	CEU	CEU	3675987065
EMVoS5N	CEU	CEU	1007024965
ZbXBBlq	CHS	CHS	4144092843
UQWNkEF	CEU	CEU	132353519
qkEinX0	CEU	CEU	3066676424
DzU5ZN4	CEU	CEU	3081067920
2kSVAsZ	CEU	CEU	1090157129
q0xjygk	ASW	CEU	3316372771
D5YbpsK	CEU	CEU	3551999929
yRdFHno	ASW	ASW	204565536
AmNXeNn	MXL	MXL	2686769038
gETOemK	CEU	CEU	1269512858
C0ERAz2	CEU	CEU	2051037474
7lPPcdb	GBR	GBR	217612490
o2q15dI	ESN	ESN	102739049
8BkKS3U	CEU	CEU	499227604
TwX14Y8	CEU	CEU	905008351
JAmbZYW	CEU	CEU	936774497
bshzvQk	CEU	CEU	3894275386
ex3LSL7	ASW	ASW	4019253713
vFSoNWM	ASW	ASW	637063732
K7rz0Dv	PUR	MXL	3797914361
sReOJGR	ACB	ACB	1843592074
efKMGLk	ASW	ASW	2778032318
fCAaCd7	CEU	CEU	1852187017
fAgL4K3	CEU	CEU	1106730726
0GYWHid	CEU	ASW	250585773
FakNUUn	CEU	CEU	22811444
hOQBYNh	ASW	ASW	1240934425
kyneQsj	CEU	CEU	199292452
weK5Qle	CEU	CEU	33517547
gaiW2lB	CHS	CHS	1107013230
nDZKT7E	GIH	GIH	1757017817
lthLx1k	ASW	ASW	797263311
z5vLwRk	CEU	CEU	852278288
5jwWjIP	CEU	CEU	4290523042
qXNz073	CEU	CEU	567047991
IMblX4X	CEU	CEU	4105736840
h097UHG	CEU	CEU	1928703042
6PiSvtq	ASW	ASW	1649637440
cKb14UL	CEU	CEU	693456646
PKSQmLv	CEU	CEU	2233559605
bMxHjV3	CEU	CEU	3438421405
HsIybdd	CEU	ASW	3267771326
ZUHobaU	CEU	CEU	1388640315
08wB2jF	CEU	CEU	1787514234
EGvzSsJ	CEU	CEU	1493788374
H4wUPC9	CEU	CEU	1703517077
BmcR1Fc	ASW	ASW	2757814927
VrTAyAr	CHS	CHS	1566682139
3tx8sKS	ASW	ASW	1492634486
iTQUQOg	CEU	CEU	3738973523
c1JkSgx	CEU	CEU	2745508527
eMtbJES	CEU	ASW	413843054
Oyh8o4m	CEU	CEU	3944964878
RU8I1OH	CEU	CEU	960114376
NDaadUu	CHB	CEU	3305015274
NqJPtV3	CEU	CEU	1959702076
BoZe4UB	CEU	CEU	3910433037
upxB0vE	CEU	CEU	3137494553
QvOn2p3	ASW	ASW	1741387677
YiL4jKx	CEU	CEU	1803209138
8AAkYhD	ACB	ACB	1978445022
MKgTCnN	CEU	CEU	3625706806
iVBoBIL	CEU	CEU	841104570
S0Pihg6	ASW	CEU	530946799
eLh66Bp	ASW	ASW	1378197923
L1xbK7S	CEU	CEU	1266601955
USrzpnh	CEU	CEU	2927823552
anSrmHv	ASW	CEU	2533029745
x4LCtXJ	ASW	ASW	2126036036
hSwM0rK	JPT	JPT	3135349754
nSSV4hj	ASW	ASW	1432590231
jv6OSTA	CEU	CEU	381223059
gw98Dkf	CEU	CEU	2419162818
iRb2YLO	CEU	CEU	4255191760
r0VWmTG	MXL	MXL	1071601557
3RVMpwp	CEU	CEU	3658422571
oe3v57R	ASW	ASW	2626695488
pN1EF5w	CEU	ASW	1314932798
lfnbYMw	CEU	CEU	2388331161
LH2O4WE	ACB	ACB	325736841
vFc9J9e	ASW	ASW	2971151146
pLIf2q7	CEU	CEU	1080229459
xC8ocl9	CEU	CEU	4057795820
DmIVdjZ	MXL	MXL	1395897454
6PdTm33	CEU	CEU	2906641234
Gmn5oZm	MXL	MXL	3106476709
7Sqrew3	ASW	ASW	1815929192
22sIrH4	CEU	MXL	3968036773
McCNpBf	CEU	CEU	2698626975
PN0JgDX	CEU	CHS	1578736827
4Ocoigp	MXL	CEU	756335331
q5nnpMW	CEU	ASW	580943350
N2HSUh2	ESN	ESN	1256405661
4XAqc9E	CEU	ASW	425845817
famn3DE	ASW	ASW	2964761504
ifuBMZk	CHS	CHS	1664087121
Gt7uAaL	ASW	ASW	3948257767
sKlRDtv	CEU	MXL	2233271606
xY9qMYa	CEU	CEU	59900397
ZaLNVHi	CEU	CEU	3361210435
G4VPRbj	ASW	ASW	3711552481
Uz0tQ0u	CEU	CEU	710009388
2PNXoj0	CEU	CEU	950328487
IAYmLUc	CEU	CEU	3419832663
mNOhqsm	CEU	CEU	330068108
0JXNdKD	CEU	MXL	3657423474
SZTQLlV	GBR	GBR	909354455
k2eSYZh	GIH	GIH	1586420099
6VTvlGB	CHB	CHB	4152546358
ZuDDuGf	CEU	CEU	2725104493
iD9TIHQ	CEU	CEU	122468711
FYfTeeS	ASW	ASW	692539776
gEmn3Pw	ASW	ASW	64635457
5VQBOgN	ASW	CEU	3749659892
h7XsZkN	GIH	GIH	574666910
N0FYig2	CEU	CEU	1889950614
KMxGtF4	CEU	CEU	2058976494
FHqDNVn	CEU	CEU	2578030373
5oBcVSM	ASW	ASW	3656198949
FG540j8	CEU	CEU	233223008
tuxX9gO	CEU	ESN	1902139849
YP2JAMt	CEU	CEU	609938388
UoZNXlQ	MXL	MXL	2913163043
8xeIaw3	ASW	ASW	4242701802
rD7W5v7	CEU	CHB	2759934414
xAF7rft	ASW	ASW	534907383
w4uQiaa	ASW	CEU	2734005494
yfgjVSL	ASW	ASW	3732198360
yohBAIB	CEU	CEU	1646190906
q66ena3	CEU	CEU	2953964011
0vLlyNh	ESN	ESN	1481567124
GOQRCD4	CEU	CEU	4245344812
jyGqD08	CEU	CEU	4249389138
Ai6FLZZ	ASW	ASW	3798536181
9ImFnIn	CEU	CEU	371755153
nmhIjBI	ASW	ASW	3406862747
p9yD959	CHS	CHS	1664774068
0qgApH9	CEU	CEU	3664362176
RZxYojK	CEU	CEU	402214100
UWiWKZB	CEU	CEU	1580134137
3ZJeIbg	ASW	ASW	1705558443
rM5vLuk	CEU	MXL	2998008286
1GNIwxM	CEU	CEU	944715677
aXJPlSF	ESN	ESN	1743902614
39tzrMO	CEU	CEU	2454628158
yLUjMqJ	CEU	CEU	2335223168
8tve5Pz	CEU	CEU	3500158382
rpYVNFo	CEU	CEU	612795686
ns6A9B7	ASW	ASW	2943189855
0JZxx4U	CEU	CEU	2115028141
