ID	Contributors	SeqSeeds	Proportions
yTFHiZ3	7QqYAjN,4HdXqwT,kAsBnW9,qr8o1RC,lC9yFOW,GMT55u8	1578491523,1716284570,4087468101,2939751071,3123377623,3477230506	0.167,0.167,0.167,0.167,0.167,0.167
n92dX2h	STK340F,EDz0r5V,SLW1UVL,zvaU5J3,Lx0vdtl,WFcV0vy	2638588288,2020337735,3013837277,1634235964,2220326254,2747266388	0.167,0.167,0.167,0.167,0.167,0.167
g2YLFqX	uFlkWFV,pq8xIgJ,8sN21MM,J8Eq6lH,GQMzQmf,2TodOtd	2484912207,2205826216,3563628418,2618813577,3722268042,3217226277	0.167,0.167,0.167,0.167,0.167,0.167
eM04g4t	JpBMvjL,hlenOJg,35ZlwVh,SFGUYQv,qlfmmUU,esis37K	1111993746,262900771,1246805153,1472529782,1040977877,2215143081	0.167,0.167,0.167,0.167,0.167,0.167
j3FbmBU	1jsfNvP,ZdRz36S,1yoKs5y,iI8LjuN,9w7VeDK,peo3hL0	493180223,3062927080,1211712063,1503749065,3564643175,3287637896	0.167,0.167,0.167,0.167,0.167,0.167
PklkG28	HJAOaPr,B4jcbeu,q6jISPI,Np0Jm1S,TPwboxL,t9Inb4W	1274441958,1778438324,3689641039,1861823466,614500965,16469072	0.167,0.167,0.167,0.167,0.167,0.167
C0bxvDD	8gIJzja,NuQWozw,izzl7ox,X5wqV51,6ajBnH8,t4w9xyZ	3162070085,323784932,77115845,384275589,429582830,1322348552	0.167,0.167,0.167,0.167,0.167,0.167
v4SRlmU	Q7IkoBu,WMlvdIt,bH7dTVi,TAFHXXT,V0o9qa7,pz9KyY6	840166587,3164208402,1601324766,3527082666,1497781297,1225431302	0.167,0.167,0.167,0.167,0.167,0.167
TdEVv05	YeCWwBU,v5r7nNm,apimvul,Orz8F8Q,WmpRwEN,ftDLTw6	3293417303,2526698283,237504021,4122121554,3642687885,2057017083	0.167,0.167,0.167,0.167,0.167,0.167
qzOsx2t	kNP1pDC,kVbZoBW,a6IYGXM,iIylKtv,DJ9dG3h,Ue9udM6	3261797801,1190005854,224591835,2490977335,1284729725,1128293082	0.167,0.167,0.167,0.167,0.167,0.167
ZLDszfj	BUJJzYe,938SZXF,I1XBWLD,Tid3x0c,wDFz9Z3,erA5JpC	120657733,1199175464,2417507283,3531667601,764242186,3792368842	0.167,0.167,0.167,0.167,0.167,0.167
Dnp6v4B	XUQ3nwg,Kswx8OX,fAaHUxl,ol9hfZg,7pSuFYY,BbiRItn	2913980751,811686932,280367898,3347936311,1577635619,4137713242	0.167,0.167,0.167,0.167,0.167,0.167
nlwWtMk	6IczqFK,7Vtw16M,pS4Hty9,CTu4Nz7,FbJHxnB,4IZJFTu	617969262,1470135340,1072677582,3640598132,2698019066,1491883575	0.167,0.167,0.167,0.167,0.167,0.167
tfayAUn	1VZTqRo,7UXUU4b,PrNosuz,OoIDEkK,A0e3wPg,VZNYtIF	1778402814,233328152,759842321,3908566106,3961586270,2849533973	0.167,0.167,0.167,0.167,0.167,0.167
ySPQ5WE	lwSs97R,uilfIrx,ICF6IxK,u62zbin,n7ML3dK,4e2IZx5	2440921884,641679939,2816271081,3394585872,682433369,3295393957	0.167,0.167,0.167,0.167,0.167,0.167
6FNd7bw	Hyr5Qfw,ZtcXNmi,WdJseom,j8aG8CI,UKQt0U7,W50bl2G	1623755239,1212511194,2956241948,3616493018,255709686,3223576745	0.167,0.167,0.167,0.167,0.167,0.167
0DKRFEZ	23fJarb,TqoWzJY,d6nllRh,FZv6JuZ,Kunkfyy,5NuzbUz	4153471770,261176295,2814569744,2401750773,307317347,3719612523	0.167,0.167,0.167,0.167,0.167,0.167
E1RnXjb	D0LPZ0C,NPiBbFN,AwZeRaV,3ivAOCU,PGKKvqK,AHbC3lk	76545393,4110952158,1793749170,958831087,3809398303,1501751709	0.167,0.167,0.167,0.167,0.167,0.167
qNcRTeE	xsPNEdl,XhbzXrv,CmwGu0x,bS2U7LX,h1KremC,fuCU78g	714387239,2760475252,2741296779,2797122143,427593001,1036233866	0.167,0.167,0.167,0.167,0.167,0.167
z2s5t0K	fi5gsPw,e5R8Uqh,eIqBrzu,1A1hify,0likTSP,fBXyhPv	3484180562,1674351938,3138668342,693021390,2364878411,4028934162	0.167,0.167,0.167,0.167,0.167,0.167
BLAmJSW	5DJFlPn,3Im1k0l,v5ckget,AlB6q2w,1ZQ2M4f,UKIKU76	1327448436,1578798540,1831915157,2904819869,1736246956,2591918476	0.167,0.167,0.167,0.167,0.167,0.167
TQ08Lin	uRB6q7Z,7vjy4WI,LZVsqeR,cVJ6MNN,inDXZav,PAwhQBa	2041505421,2579978919,3234726175,2108463939,1885922164,1426903815	0.167,0.167,0.167,0.167,0.167,0.167
3spidRK	f8N1OfR,gE7XURV,2OjwOci,4kJOv3W,6ptNqIb,q0r7EXj	4256762910,2974159048,1610654425,846440954,2678809793,4200506812	0.167,0.167,0.167,0.167,0.167,0.167
96JSgQ7	VMA1Uef,ykwp8l4,OdBcFPQ,4gyuCat,mDjnU25,evbZxAD	3070092622,255635049,2673249585,731601417,940139560,1657606141	0.167,0.167,0.167,0.167,0.167,0.167
DAOvSFC	31QOkGt,onANxrD,btqewRd,HnKf6Ee,0ev1hW2,vdbkxSR	1837495554,4195278307,2755474691,2516433334,3590800792,1744565997	0.167,0.167,0.167,0.167,0.167,0.167
s5l6CMI	NKUaIW8,ECMP676,0VwkQ3u,Ph1OONy,zx41Abx,FPQ8ODb	4045462325,3219462686,278209634,3334775995,2460468850,861727839	0.167,0.167,0.167,0.167,0.167,0.167
Yhq44bO	86mgMRu,2szDhW4,ixeS7Zb,xsM5zq4,w7lEHAg,vJq0YN3	3527820582,1456893704,1750750775,1286762926,1942962133,713908440	0.167,0.167,0.167,0.167,0.167,0.167
mwiNEsU	ASL2LCW,Hl3nd4W,qNOtCwq,3Zx0AUg,TxcPiuV,gqRx4qX	563672235,2993431803,3182831172,876638088,2143765426,2949297706	0.167,0.167,0.167,0.167,0.167,0.167
9rO7n3H	tWlxF8f,V0IWl8r,xEMOc1W,z0AvOAl,EnXkwrf,EHHtte4	2128336303,3790980707,2882163001,2275383366,1366050657,3627775103	0.167,0.167,0.167,0.167,0.167,0.167
nmf0pPt	TR6lZeQ,oYfQrDw,n4qmQc4,nfcKBT3,HDssRWJ,GCYRuTm	1062457815,802226152,3375321588,3195836752,289713204,606425508	0.167,0.167,0.167,0.167,0.167,0.167
Q1iLIbX	CeAwjUq,DGyjA3k,7edtoG1,GRBv34k,272cdOi,2NHJVeJ	3289176769,50091033,3488524002,3124823252,2287540122,465633148	0.167,0.167,0.167,0.167,0.167,0.167
OSIR8Yy	2WykSVn,ZVHP98Y,5XCqr4m,PVYDXWs,9EhXZS3,kb3r55z	1289081045,447222213,4147079883,1232525271,1203825002,3023414239	0.167,0.167,0.167,0.167,0.167,0.167
Q3cjYZB	nYFnBDo,NAlfBTP,KRcOYQo,Ay4hfJk,zEPMrGs,KGAQs2I	529676376,3064646565,639984463,1103265364,2104832431,2680457343	0.167,0.167,0.167,0.167,0.167,0.167
Djpekul	X7OSjY1,m6gGBX0,8bIZgB2,cPE9pBO,2mEtCCt,Q82GblY	428598637,56828514,3560718548,576156751,3814891656,1355577010	0.167,0.167,0.167,0.167,0.167,0.167
vK25im6	N3iLakc,XWJiEoa,fze64BG,9oWcMr8,hECPLP7,JZINkz6	3713811316,2138669110,969898140,296495178,2171078944,2627121543	0.167,0.167,0.167,0.167,0.167,0.167
BoNhCzI	cMlhojK,WbJjCUR,aopYlJ3,s7Oappf,oR5lu0z,TRSc0vV	4206455125,3870354386,3249269731,1027985433,3972147394,529454656	0.167,0.167,0.167,0.167,0.167,0.167
YenIKkh	oYrqqT9,CjmjRO9,0gMcDPr,zGG7YGp,ST1PEDP,P1RkZrO	1798795109,998180240,546264916,1512790555,813928107,1408905115	0.167,0.167,0.167,0.167,0.167,0.167
uaqAiaF	peaDcxo,rQiCpwa,peiUlIA,pdzbSKW,izv5BNJ,uoc1ZWE	1267665108,1985361198,2890739080,1089795245,635907368,1224269805	0.167,0.167,0.167,0.167,0.167,0.167
MbxJckV	ETX2GoN,yniuDoE,nad3lGx,K3GzwUm,yYgUEn3,F5X8Dam	3091562447,2904348414,387120223,1730656495,2978102814,233251986	0.167,0.167,0.167,0.167,0.167,0.167
CQhUvLB	LAis4MC,PBkhV1w,j0sFHVK,VZbMiPv,ZfGAhR5,0iGeUGS	1801266328,3467130543,1082372006,400127948,1210990577,3238144558	0.167,0.167,0.167,0.167,0.167,0.167
E5YViJT	cHTH1om,ejVKLgQ,shYtLBe,WjAijwy,CR5b75z,XdYDOPU	2261668935,764779509,2488609207,2889846598,905243306,1925623932	0.167,0.167,0.167,0.167,0.167,0.167
kH7dULS	3PdAYUy,0JInP8a,6X7TKp1,ejanBV2,iFzDO7e,lxLqy0g	222766074,2583266856,2324405718,1031949901,1168027342,1404278842	0.167,0.167,0.167,0.167,0.167,0.167
wIaMT8g	DJ8WISy,qDgZaCf,zmewHsv,wAoJJOJ,TPpIeYs,cGT0uUA	3780415417,2452428459,694741529,734054955,307804279,2966843727	0.167,0.167,0.167,0.167,0.167,0.167
JjeJr9a	PfFM75K,X4fmlLx,Ppxwusl,r8XZYfz,fKLJMGH,JajzLgm	3313683142,4286708386,1849375019,651752130,3257471347,1804532782	0.167,0.167,0.167,0.167,0.167,0.167
OB6E8vU	XyZPn4b,oaMqngR,oRzUoTf,J08ZdIg,Y1vcu8i,LZiraoy	4137742593,185952586,3915144794,3524740574,3581573126,3924195150	0.167,0.167,0.167,0.167,0.167,0.167
T8w4zZH	pbgERFz,uSvvEmZ,xZCaIB4,6ikjEwn,iO72uDI,zTbDuLr	739051891,1228567702,495620636,3843238910,3564454660,674380424	0.167,0.167,0.167,0.167,0.167,0.167
G97iw8h	vuhaaZr,sqPhFsG,SYX23yL,uz3Yqk4,F9rRAvW,WlICWGs	2312633189,3384450499,1892887231,2707240065,2126656693,4062799875	0.167,0.167,0.167,0.167,0.167,0.167
L6gLQGR	F3Dao1B,gVFDW31,d7xzhLe,rXTyQxg,24SnulN,FYT0D32	911395177,2047704368,2087764964,4093531799,3456522749,3693279356	0.167,0.167,0.167,0.167,0.167,0.167
1PaHbMO	fgZ0RdZ,BpHxRBN,mIPMouC,TObKona,2jbAY8d,BFJuZo8	2559554992,1008701154,2198139252,2031262072,249012075,583203577	0.167,0.167,0.167,0.167,0.167,0.167
d642iLg	i7HgxYp,KRoDCec,eVRykX0,ABFnvGD,qbbgYgn,fGvqt2Q	1622635157,1781069934,4150173190,3349396129,3420803746,2603956819	0.167,0.167,0.167,0.167,0.167,0.167
fWUP8DL	e6ZZl9l,6wz3SFz,n8WabMl,5wwfn3G,iJFQbC5,3gxHo1c	1112699989,3138062498,716714754,3828710731,3435303604,2009811390	0.167,0.167,0.167,0.167,0.167,0.167
Q0PJt85	h0oBrw7,eIPd4Fd,cILdE3w,SYEXjCw,yjrptFB,qBkuJ5H	1421819191,3590400354,1682472370,2137699633,375412902,3996311541	0.167,0.167,0.167,0.167,0.167,0.167
BGhyt38	uLeEQjW,Zf1MlXm,ZvG7eIW,Fi2RtPm,LUl4vgV,sC5yxEd	1804947353,2499226280,970636086,3713842420,497298686,4249993885	0.167,0.167,0.167,0.167,0.167,0.167
Un6AbtW	ic0uJ95,4JjPVMP,vCYtoDY,q6iIDcb,HK1BTf1,iRIzhNj	1482609204,2378064772,2811095333,176749181,2006343353,1991159941	0.167,0.167,0.167,0.167,0.167,0.167
bS2Lvrv	pokSzOl,XhhRpBt,bqRUjuv,jNeuZvq,GcNfHeR,0SbXRiT	3356749148,1330821644,1235563980,53638715,4221146429,4130756458	0.167,0.167,0.167,0.167,0.167,0.167
jGA6HW0	xOaLhUU,MjtOl4D,SUZmJmt,dAcznvk,ZsleFxG,REE73e3	1675104136,1109935270,3980847307,2842842085,3900744852,2294891612	0.167,0.167,0.167,0.167,0.167,0.167
71OL4PW	RGyNkpJ,c0UJleJ,5DSh6ZF,X7I2A2h,Y43W3Z0,CeAPTOG	3798417091,3479688716,2139212559,1604087250,392764244,162513541	0.167,0.167,0.167,0.167,0.167,0.167
3uR3sVb	OBtKbuF,Mi9dmKX,Ib0IIgI,b1kX7Uy,IhTabc0,vHiyGey	679894336,825699452,1355892115,2409687041,551046662,1826942486	0.167,0.167,0.167,0.167,0.167,0.167
UINAWY2	O1ZRW9K,5zdySJm,rXvr2Ds,CmvGFwC,EvmY5Wm,XidlN5y	697240465,3877856233,3022342893,3108883383,596675316,1423765152	0.167,0.167,0.167,0.167,0.167,0.167
lqEuOTD	e1b8rHI,GruRnJR,SMXFqIf,nPgVTD9,JJRikid,mWeVJTl	2747139856,3349193803,474097347,137041178,4063053237,3481738951	0.167,0.167,0.167,0.167,0.167,0.167
y36xQDE	YBFEreJ,awpjSjR,hU92cOX,5mDT64B,kblMbZk,HQoWIxs	4292233586,3058196881,468389193,3168221763,155829840,385183267	0.167,0.167,0.167,0.167,0.167,0.167
qwX8TVn	wuffYFP,Rjd829Z,dnQMBNN,abOOUKs,HNlpUdL,EIIY8mD	1698888656,3527028669,2029737227,286187265,3123391471,2701190246	0.167,0.167,0.167,0.167,0.167,0.167
j7thjHg	zd5bfvq,kgkie2Y,JGzGCK7,z6jeW2V,f0Ibujr,Xl5Ue4q	1185443821,2312556318,3724943165,1927952871,801277290,2815216046	0.167,0.167,0.167,0.167,0.167,0.167
WXYkEi0	SObTJ4K,V82cQ3T,vbLy9YD,FFXhZb4,snhKTV0,Bc1TKb3	1568926512,3277691205,134565716,4025316503,2876664841,1528090579	0.167,0.167,0.167,0.167,0.167,0.167
6aXoW9R	Yt48ghl,E8EZJhZ,zS8lgNX,4skbp3i,jx7jUst,4vwXkkZ	2258773025,2101580068,2521741567,3709916492,32794914,875571035	0.167,0.167,0.167,0.167,0.167,0.167
VNPp77r	thsZYXA,5i0d089,iPDEdtY,OakqyOm,BvQvU9s,DqUy3oP	1328046462,2008344460,3806919060,107940500,3496578959,96638056	0.167,0.167,0.167,0.167,0.167,0.167
36WVDso	UzCcOA7,EYqYZw6,TAubSXb,eWa2YQU,gOyXKzj,oOx4Teh	740225649,1610400484,609955609,404330335,109330544,2393960928	0.167,0.167,0.167,0.167,0.167,0.167
w9faMFY	LUMF5Ke,ZYyH9mx,2W1kEBO,nd5XsOF,6QnK77e,NIyWz1A	3265353467,2316646319,1997446896,4061304180,1333765749,3814445040	0.167,0.167,0.167,0.167,0.167,0.167
Yu49KB6	tiuCkLA,yQOKxNV,MbKyMhj,DaBCAWa,CkZg3xq,9VbYlsd	2516734495,3881823339,3920634980,493758527,1368398430,3074923174	0.167,0.167,0.167,0.167,0.167,0.167
tezt3bq	V59GtT6,QH8vPxb,kULOIrd,90z7yOg,ZV3iUvG,yDXea9Q	380932451,2740813694,1009293488,3647865734,3659345950,2855739513	0.167,0.167,0.167,0.167,0.167,0.167
tyGhGUt	1yhJV0M,FX0ZzTq,wOLMQvL,IIZereO,VS39MLR,reHvCQW	2131264278,331718966,2338814614,4143318002,3871159120,1385731287	0.167,0.167,0.167,0.167,0.167,0.167
mJV1Ybj	8ToLVQi,jcdWD0S,WmbyV1x,XCfbd1R,kwcOxQO,cIffE8f	1423298344,1381344638,3738743954,3499083754,1410508595,3181464323	0.167,0.167,0.167,0.167,0.167,0.167
EUldR14	mzupAka,Y7arkUe,u1e01xd,WrigqCI,etIYRMO,Y24nihx	619491096,1682563504,3575992731,91693061,890440762,3817648020	0.167,0.167,0.167,0.167,0.167,0.167
JmDLmKN	U43Hq73,TiCAjvw,zWqFBpF,qv44izl,aBrdQtC,QrKyoQI	344612368,2885514836,856916778,757532498,3608511259,1276947217	0.167,0.167,0.167,0.167,0.167,0.167
GNdirQr	SlVZn3K,KXktMON,V9XJL0k,UpqsOwS,TOWBagR,YQ9cY1C	1374712922,332197574,77726625,3857286964,1301475577,1118311212	0.167,0.167,0.167,0.167,0.167,0.167
zi9n8Y8	uy6kV2c,XCD9f2D,TM05osc,RSjM0V5,HMkkDmT,obfZx6w	2165012933,717960359,814582405,3080961724,397256523,2851731390	0.167,0.167,0.167,0.167,0.167,0.167
nG42eUm	6wHOcok,8RtCNUS,KiFirze,BtrRb2y,iaP0sCl,j01l6vI	1326808675,3844565490,2008914531,3498485901,3692863590,4047889113	0.167,0.167,0.167,0.167,0.167,0.167
rXmvmwC	7ISyLwl,vufiZMU,ShXxBjF,6SiUlkn,5NTVfNr,Dwhl2QL	438049967,3735264423,1480534679,2905605265,3179655462,3628681058	0.167,0.167,0.167,0.167,0.167,0.167
yC090hp	38jDmpV,j4n1XeZ,abqevKw,fXv3MLq,AYKHiFl,u6u8fua	1644196819,1694900322,1561785626,4250907660,248255226,3839372026	0.167,0.167,0.167,0.167,0.167,0.167
RHLS51b	ihttEd5,avZSrUg,dDDyLAs,kZujX6R,0jFS3rf,NaFHkyj	2195775162,3024901129,2383401797,1989091088,1219383009,4279926126	0.167,0.167,0.167,0.167,0.167,0.167
TSCOV1E	Vvnj4zt,XIhvoMJ,8WqOixM,yym8too,BZ5Uiow,JLMzvCT	211167214,351946608,4271972345,3008780119,3675990907,634568182	0.167,0.167,0.167,0.167,0.167,0.167
Bgt8hZ8	IuEJRJG,v1KqoxZ,hlISMYG,ddWqoPF,nTdcrYa,g1GVXlI	473173589,1245932363,1089619352,1455873202,2812041069,441509910	0.167,0.167,0.167,0.167,0.167,0.167
9fi5Faa	pTd6Eb4,QW95Shl,82CbFvf,u01rRgb,ntlpBwQ,X0c53cb	3771036576,1241596180,2079646646,3831299038,3984667268,4016131135	0.167,0.167,0.167,0.167,0.167,0.167
zMiPVvt	aiGOC3o,dqHMzUF,9gdMg16,YL5yD0r,UOZgi8Y,T5nG52z	1662168206,3915790799,2389119730,3578957789,3941509611,2326469483	0.167,0.167,0.167,0.167,0.167,0.167
DxprcLa	U1uSdG4,OospLTS,rjEb81g,qNoJoiL,UN0KMOv,VpnSyaz	2234086477,3789670634,4245658062,3153527470,3504003313,3585140557	0.167,0.167,0.167,0.167,0.167,0.167
0d7pm2D	JuxOSxR,eeqDegf,F1KUmbN,YInfK9c,0IJ61Lp,C7tCGYK	2250296580,546298068,3359673513,2785463627,3285470302,638327506	0.167,0.167,0.167,0.167,0.167,0.167
UifhJe6	5ptFtiB,42zIYOG,fUrsRuJ,pQE7yRv,romciaM,Y0ed4nN	2850794794,2870807822,62045874,3139787248,344405456,1263369052	0.167,0.167,0.167,0.167,0.167,0.167
qBPIPZv	nUdeL8P,OUZ15vN,pwHOGOB,Oxytakv,4oUZOxG,zJtrW0R	1635448134,2335414714,2975032071,44482963,3367845460,282222164	0.167,0.167,0.167,0.167,0.167,0.167
5QsPqlO	zrInYyk,HVkU9IX,vasOiaI,UuYkN5M,u5lc7WZ,N6BbSrl	3486371893,3782480235,1934193921,1222412159,486363495,3048281440	0.167,0.167,0.167,0.167,0.167,0.167
eRRHFh2	3imQ4C4,Gh3AFUm,q698q12,R4QYnWs,Lujmsah,m1iGHOh	353077566,1094312467,75490869,1510792627,1046369725,1339428642	0.167,0.167,0.167,0.167,0.167,0.167
rQjCmOT	KMlvuQ3,RsunfQc,WVhsxcZ,5Wc4XJK,vNdG6Mp,DzNBe7r	2400192921,1530762231,2279367420,3355441972,2381796870,2375629284	0.167,0.167,0.167,0.167,0.167,0.167
lHsYYiw	kKiOO21,sqh7nFe,liqEePF,gBswtLk,ZzlRMtS,uVOh9Zw	1273207958,3396904419,2817277379,3117922626,242771604,2690582536	0.167,0.167,0.167,0.167,0.167,0.167
eYJ7X3x	7e8oZfp,jV41pD7,7dze3Ui,FVoRSO7,4GyZZjp,j0FSRun	768643002,2545207614,2418979497,639645780,2072039328,3130957511	0.167,0.167,0.167,0.167,0.167,0.167
BXex0GC	ROg2iV6,6mqL7tA,ZOOQfim,7GKhBtx,inRXkrd,8PLsq2h	2632380767,720844438,1233123061,2019954581,3635029110,2391195887	0.167,0.167,0.167,0.167,0.167,0.167
x7fSOCG	S45NVYC,dv7ae7t,kLXqv4u,lWVQUAm,VcdwON8,HDswDXn	3892447313,1853204465,3095879594,162576784,1021854237,1207361991	0.167,0.167,0.167,0.167,0.167,0.167
k3k3e9t	KOJbt49,gY7rIFI,kR6hBsM,u39IU4b,hfy93g1,8Rn6dNj	2825609885,216211649,3936646292,3128165224,1560864866,857294492	0.167,0.167,0.167,0.167,0.167,0.167
E1PaEgx	2Vy9un4,XVBqgfX,cXdQqfh,vZNCGg7,jrgKCdU,aRzntXr	1193432709,4072893729,1551562071,3704578548,3135049849,409056735	0.167,0.167,0.167,0.167,0.167,0.167
TbvjUAG	QdNl4DE,rJ3iW19,aLLpfEr,ebPHCgw,HwcB3Tk,KU4sRzo	1524497976,1407980005,3072664691,3196878973,2420545843,307600602	0.167,0.167,0.167,0.167,0.167,0.167
Dz0AMvv	18lYuer,81lEEow,nzfjXGF,YEcO7bY,5kRQ3fw,b31Eqm8	4162583587,4079121122,2601361003,2296656891,972962614,3397304912	0.167,0.167,0.167,0.167,0.167,0.167
o0TxVHT	k1VhRKu,bhwPW4q,w7RfTmN,f7GkHow,aV6sPCm,PoqrElt	1653046720,3765256281,3619201868,1103915093,4254025613,110874373	0.167,0.167,0.167,0.167,0.167,0.167
2hR62J0	8B8ONK5,X1weqBa,pcG7qIP,tW7Ocsk,mTJ8PMd,Veyoed1	3168066219,4179520109,1077416846,2680395327,1192907183,4047930045	0.167,0.167,0.167,0.167,0.167,0.167
Hr2ALHU	vdJFn0n,u3u7ygt,UHokbTZ,VLaX6x3,GnX7v39,pej3Wg6	372433117,3759132914,422930457,1608486623,671468336,2286726342	0.167,0.167,0.167,0.167,0.167,0.167
LtUr9Il	tVvCKwA,QhwJpQ4,Rh9NhFO,xttZQX3,PbkX3q8,qHg1dz5	998869625,808018287,2683308004,1977799924,1586358895,3176462670	0.167,0.167,0.167,0.167,0.167,0.167
0Fh6oQv	htnkYmg,ez5mc8s,exZjzmf,LBTPhUF,Z3H8Udf,syxBuN3	3349196409,1143517826,615851503,337737518,1864920281,315230781	0.167,0.167,0.167,0.167,0.167,0.167
gEbeVql	VmLr1z9,vkBSqeY,5UDDyy3,r0venXC,AEJDtHa,XWYftkM	2563264540,1035756961,4094691138,445947623,3511600136,3856403568	0.167,0.167,0.167,0.167,0.167,0.167
TH0mM5V	yqaEzxs,tpw7qti,36QT4dN,ESoltmm,QcNyuZp,6GH7rIA	3310502895,1690824227,4109672399,3649140646,167563293,2926368666	0.167,0.167,0.167,0.167,0.167,0.167
uyBieoX	LPhqs0L,GeyPwvC,36mUptq,VASDjX5,Ersifgs,9PTCcni	4228505093,1939291929,4051611779,1135626044,1606559532,225057210	0.167,0.167,0.167,0.167,0.167,0.167
PBLfdAZ	FA7cWFc,ylhphzF,imZFgCG,4CncH7p,92jfJkk,IF5Jt9l	2625487201,2189138311,1801876479,1380695458,2289029862,2112726409	0.167,0.167,0.167,0.167,0.167,0.167
geiUHvE	Zq6dZbL,EYEtMd6,M9alvEh,uDoI6Mx,KHk9dcf,xtpgbmT	2235903275,214964517,224386929,3955964445,3349796956,2075839651	0.167,0.167,0.167,0.167,0.167,0.167
TTZyoDj	HptxlwN,eQMbdP7,KwpvMqb,Ij4PNVQ,42uGbTg,oqP4wFW	3559092068,3478766134,2596951420,3398955480,3846643881,1522124179	0.167,0.167,0.167,0.167,0.167,0.167
dgeBv6s	qua487C,QJ0P5Zu,BNDGIRw,RbPxg3m,fZDWVp6,6O1Inxy	1235812114,2985343437,4159410217,4192708613,693864084,3294065056	0.167,0.167,0.167,0.167,0.167,0.167
Bn7HXiX	wJ4qiYn,WQk1A7A,Eurbq88,HZkiwGw,s5UE9Yi,SaQuGsa	2815707167,2051426025,2641788749,1081626618,3289838035,660244756	0.167,0.167,0.167,0.167,0.167,0.167
ApLkyGY	ge6bi5m,4c9Qp0C,EWdMT6a,8TpqFbE,LiC0oj0,yG8Pi7q	3948296434,3512593363,3679178331,1649555070,466252272,739865120	0.167,0.167,0.167,0.167,0.167,0.167
nxYe2Xt	y3RsRT8,I82IomV,LT1lUtl,XnFk9G0,FB1Q0Kx,hO3VMI9	1735146246,1247751004,4185579598,1433977365,2669776566,1425807809	0.167,0.167,0.167,0.167,0.167,0.167
5smVcdd	dyX5UBj,N6nmHzu,6Hwia4B,bo3WXo7,b7gEUZz,zYMfte8	3793508686,1299680462,1051288302,1765814891,2897828558,4012629435	0.167,0.167,0.167,0.167,0.167,0.167
nzeWlHd	u3NJpAZ,QugaR0b,r554a7K,xKDKNAs,UMeVVm4,FqxPkyn	2181089794,4114868013,1464452718,1120437798,1854114965,3946829958	0.167,0.167,0.167,0.167,0.167,0.167
HHrbQWK	R5XwOCR,Vs8yNtm,HoMilYP,vDFVXaw,DpSICQR,YqzeXnN	3820905077,3203940219,2937141078,2603056594,2015441323,1687387380	0.167,0.167,0.167,0.167,0.167,0.167
P3u6XRz	PYVPTz9,mSajuf6,YMRIP5O,rfZ5wMN,vRDCYZD,qijxrM4	3449328182,3853134088,877288541,4278787837,357712222,4292762402	0.167,0.167,0.167,0.167,0.167,0.167
WCsqJp0	j5Cv0sM,Fz90dHV,FypYeVz,dLn6e9U,Uy3mwqR,8KS8BsV	825656902,1296081456,4081793937,453519116,1178519726,1815529980	0.167,0.167,0.167,0.167,0.167,0.167
0W32oSD	FA72TN1,ENCOeW3,OBpJbE8,IFu2I6Y,MXAak0z,3EOI09w	2099562227,3691256939,3474914580,3453302289,4204507344,1230530685	0.167,0.167,0.167,0.167,0.167,0.167
2tiJBBZ	HYMFGqe,QiYIg6N,hvJ3lv3,ikgytI5,QTfjOal,WXtYxe5	1876383638,2517789054,3104879688,3562000127,1044496317,2090668385	0.167,0.167,0.167,0.167,0.167,0.167
TONtooJ	GkdIgZV,0WKBsLM,JTRx6Nm,Vox1m6d,XDRQ1QJ,RkVLVmK	3544997775,2337458547,1065495920,2951933417,4158129046,2014713177	0.167,0.167,0.167,0.167,0.167,0.167
NOZWZHP	82Xxg6q,5ex4RQ8,j4xvH3Z,VwWjEEg,0yzr9Ym,POnQqeI	4127440227,3713034283,1250014472,3476276191,463838648,1209423979	0.167,0.167,0.167,0.167,0.167,0.167
WSC7NYZ	aq8FK0C,WpSYoCF,2jRj89L,KRJ8zIW,1KgmwHB,WrShLKo	3612259419,3982740229,520761475,4203310747,4155533990,4072136018	0.167,0.167,0.167,0.167,0.167,0.167
a0iGU0P	UAME7di,UaFCJuf,bhk2cEr,X8EAR2c,BGb8YsN,7f45444	3355137391,1486816489,4100553751,1331142490,3944348022,4046175494	0.167,0.167,0.167,0.167,0.167,0.167
zplqAPe	wjOLtO5,biP0SPa,xdJHqht,03K3XOH,VD37WZZ,47aTPe7	2976824680,3727967616,557613925,997539948,2006012791,1944449951	0.167,0.167,0.167,0.167,0.167,0.167
dMJ0n0y	2Dii8e4,AVTemXn,49WB1tG,xKURU8A,0OMdOO8,TwpDAhA	676756947,2200337228,2008162832,3193613405,613376841,2493659156	0.167,0.167,0.167,0.167,0.167,0.167
0HG4iv1	vIgnCz0,T6aTzb5,wzyuApd,HnE6kQS,hfrmSFu,t7RT6zj	1441492510,1231027159,909779978,1964795384,375244059,4160581501	0.167,0.167,0.167,0.167,0.167,0.167
nCCbDXo	1WSIvi2,qNHYoc3,zoI8aXM,eWbFPge,RFDcBgX,RzFMTWz	2634987738,654709221,3798758694,3900770135,1436379347,2122245438	0.167,0.167,0.167,0.167,0.167,0.167
uhxFEmX	PDAhh2A,DcrqptL,qWgvvCm,40xuvxW,9053D7s,ULEreTS	1754897888,376824167,781380785,1536267128,4246917523,2092410690	0.167,0.167,0.167,0.167,0.167,0.167
